module module 2 6
vld9 token 141 9
= = 141 11
vld10 token 141 17
; ; 141 18
wire wire 143 4
[ [ 143 6
39 number 143 8
: : 143 9
0 number 143 10
] ] 143 11
Decra8 token 143 18
= = 143 20
( ( 143 22
40'b1 bin 143 27
<< shift_left 143 29
( ( 143 30
2 number 143 31
* * 143 32
8 number 143 33
) ) 143 34
) ) 143 35
; ; 143 36
wire wire 144 4
[ [ 144 6
39 number 144 8
: : 144 9
0 number 144 10
] ] 144 11
Decrb8 token 144 18
= = 144 20
( ( 144 22
Y9 token 144 24
<< shift_left 144 26
( ( 144 27
8 number 144 28
+ + 144 29
1 number 144 30
) ) 144 31
) ) 144 32
; ; 144 33
wire wire 145 4
[ [ 145 6
39 number 145 8
: : 145 9
0 number 145 10
] ] 145 11
Decr8 token 145 17
= = 145 19
Decra8 token 145 26
+ + 145 27
Decrb8 token 145 33
; ; 145 34
wire wire 146 4
[ [ 146 6
39 number 146 8
: : 146 9
0 number 146 10
] ] 146 11
YY8_1 token 146 17
= = 146 19
YY9 token 146 23
+ + 146 24
Decr8 token 146 29
; ; 146 30
wire wire 147 4
[ [ 147 6
39 number 147 8
: : 147 9
0 number 147 10
] ] 147 11
Base8 token 147 17
= = 147 19
40'b1 bin 147 26
<< shift_left 147 28
8 number 147 29
; ; 147 30
wire wire 148 4
smaller8 token 148 13
= = 148 15
( ( 148 18
YY8_1 token 148 23
<= sm_eq 148 25
datain9 token 148 32
) ) 148 33
; ; 148 34
wire wire 149 4
[ [ 149 6
39 number 149 8
: : 149 9
0 number 149 10
] ] 149 11
YY8 token 149 15
= = 149 17
smaller8 token 149 26
? ? 149 28
YY8_1 token 149 34
: : 149 36
YY9 token 149 40
; ; 149 41
wire wire 150 4
[ [ 150 6
19 number 150 8
: : 150 9
0 number 150 10
] ] 150 11
Y8 token 150 14
= = 150 16
smaller8 token 150 25
? ? 150 27
Y9 token 150 30
+ + 150 31
Base8 token 150 36
: : 150 38
Y9 token 150 41
; ; 150 42
wire wire 151 4
[ [ 151 6
39 number 151 8
: : 151 9
0 number 151 10
] ] 151 11
datain8 token 151 19
= = 151 21
datain9 token 151 29
; ; 151 30
wire wire 152 4
vld8 token 152 9
= = 152 11
vld9 token 152 16
; ; 152 17
wire wire 154 4
[ [ 154 6
39 number 154 8
: : 154 9
0 number 154 10
] ] 154 11
Decra7 token 154 18
= = 154 20
( ( 154 22
40'b1 bin 154 27
<< shift_left 154 29
( ( 154 30
2 number 154 31
* * 154 32
7 number 154 33
) ) 154 34
) ) 154 35
; ; 154 36
wire wire 155 4
[ [ 155 6
39 number 155 8
: : 155 9
0 number 155 10
] ] 155 11
Decrb7 token 155 18
= = 155 20
( ( 155 22
Y8 token 155 24
<< shift_left 155 26
( ( 155 27
7 number 155 28
+ + 155 29
1 number 155 30
) ) 155 31
) ) 155 32
; ; 155 33
wire wire 156 4
[ [ 156 6
39 number 156 8
: : 156 9
0 number 156 10
] ] 156 11
Decr7 token 156 17
= = 156 19
Decra7 token 156 26
+ + 156 27
Decrb7 token 156 33
; ; 156 34
wire wire 157 4
[ [ 157 6
39 number 157 8
: : 157 9
0 number 157 10
] ] 157 11
YY7_1 token 157 17
= = 157 19
YY8 token 157 23
+ + 157 24
Decr7 token 157 29
; ; 157 30
wire wire 158 4
[ [ 158 6
39 number 158 8
: : 158 9
0 number 158 10
] ] 158 11
Base7 token 158 17
= = 158 19
40'b1 bin 158 26
<< shift_left 158 28
7 number 158 29
; ; 158 30
wire wire 159 4
smaller7 token 159 13
= = 159 15
( ( 159 18
YY7_1 token 159 23
<= sm_eq 159 25
datain8 token 159 32
) ) 159 33
; ; 159 34
wire wire 160 4
[ [ 160 6
39 number 160 8
: : 160 9
0 number 160 10
] ] 160 11
YY7 token 160 15
= = 160 17
smaller7 token 160 26
? ? 160 28
YY7_1 token 160 34
: : 160 36
YY8 token 160 40
; ; 160 41
wire wire 161 4
[ [ 161 6
19 number 161 8
: : 161 9
0 number 161 10
] ] 161 11
Y7 token 161 14
= = 161 16
smaller7 token 161 25
? ? 161 27
Y8 token 161 30
+ + 161 31
Base7 token 161 36
: : 161 38
Y8 token 161 41
; ; 161 42
wire wire 162 4
[ [ 162 6
39 number 162 8
: : 162 9
0 number 162 10
] ] 162 11
datain7 token 162 19
= = 162 21
datain8 token 162 29
; ; 162 30
wire wire 163 4
vld7 token 163 9
= = 163 11
vld8 token 163 16
; ; 163 17
wire wire 165 4
[ [ 165 6
39 number 165 8
: : 165 9
0 number 165 10
] ] 165 11
Decra6 token 165 18
= = 165 20
( ( 165 22
40'b1 bin 165 27
<< shift_left 165 29
( ( 165 30
2 number 165 31
* * 165 32
6 number 165 33
) ) 165 34
) ) 165 35
; ; 165 36
wire wire 166 4
[ [ 166 6
39 number 166 8
: : 166 9
0 number 166 10
] ] 166 11
Decrb6 token 166 18
= = 166 20
( ( 166 22
Y7 token 166 24
<< shift_left 166 26
( ( 166 27
6 number 166 28
+ + 166 29
1 number 166 30
) ) 166 31
) ) 166 32
; ; 166 33
wire wire 167 4
[ [ 167 6
39 number 167 8
: : 167 9
0 number 167 10
] ] 167 11
Decr6 token 167 17
= = 167 19
Decra6 token 167 26
+ + 167 27
Decrb6 token 167 33
; ; 167 34
wire wire 168 4
[ [ 168 6
39 number 168 8
: : 168 9
0 number 168 10
] ] 168 11
YY6_1 token 168 17
= = 168 19
YY7 token 168 23
+ + 168 24
Decr6 token 168 29
; ; 168 30
wire wire 169 4
[ [ 169 6
39 number 169 8
: : 169 9
0 number 169 10
] ] 169 11
Base6 token 169 17
= = 169 19
40'b1 bin 169 26
<< shift_left 169 28
6 number 169 29
; ; 169 30
wire wire 170 4
smaller6 token 170 13
= = 170 15
( ( 170 18
YY6_1 token 170 23
<= sm_eq 170 25
datain7 token 170 32
) ) 170 33
; ; 170 34
wire wire 171 4
[ [ 171 6
39 number 171 8
: : 171 9
0 number 171 10
] ] 171 11
YY6 token 171 15
= = 171 17
smaller6 token 171 26
? ? 171 28
YY6_1 token 171 34
: : 171 36
YY7 token 171 40
; ; 171 41
wire wire 172 4
[ [ 172 6
19 number 172 8
: : 172 9
0 number 172 10
] ] 172 11
Y6 token 172 14
= = 172 16
smaller6 token 172 25
? ? 172 27
Y7 token 172 30
+ + 172 31
Base6 token 172 36
: : 172 38
Y7 token 172 41
; ; 172 42
wire wire 173 4
[ [ 173 6
39 number 173 8
: : 173 9
0 number 173 10
] ] 173 11
datain6 token 173 19
= = 173 21
datain7 token 173 29
; ; 173 30
wire wire 174 4
vld6 token 174 9
= = 174 11
vld7 token 174 16
; ; 174 17
wire wire 176 4
[ [ 176 6
39 number 176 8
: : 176 9
0 number 176 10
] ] 176 11
Decra5 token 176 18
= = 176 20
( ( 176 22
40'b1 bin 176 27
<< shift_left 176 29
( ( 176 30
2 number 176 31
* * 176 32
5 number 176 33
) ) 176 34
) ) 176 35
; ; 176 36
wire wire 177 4
[ [ 177 6
39 number 177 8
: : 177 9
0 number 177 10
] ] 177 11
Decrb5 token 177 18
= = 177 20
( ( 177 22
Y6 token 177 24
<< shift_left 177 26
( ( 177 27
5 number 177 28
+ + 177 29
1 number 177 30
) ) 177 31
) ) 177 32
; ; 177 33
wire wire 178 4
[ [ 178 6
39 number 178 8
: : 178 9
0 number 178 10
] ] 178 11
Decr5 token 178 17
= = 178 19
Decra5 token 178 26
+ + 178 27
Decrb5 token 178 33
; ; 178 34
wire wire 179 4
[ [ 179 6
39 number 179 8
: : 179 9
0 number 179 10
] ] 179 11
YY5_1 token 179 17
= = 179 19
YY6 token 179 23
+ + 179 24
Decr5 token 179 29
; ; 179 30
wire wire 180 4
[ [ 180 6
39 number 180 8
: : 180 9
0 number 180 10
] ] 180 11
Base5 token 180 17
= = 180 19
40'b1 bin 180 26
<< shift_left 180 28
5 number 180 29
; ; 180 30
wire wire 181 4
smaller5 token 181 13
= = 181 15
( ( 181 18
YY5_1 token 181 23
<= sm_eq 181 25
datain6 token 181 32
) ) 181 33
; ; 181 34
wire wire 182 4
[ [ 182 6
39 number 182 8
: : 182 9
0 number 182 10
] ] 182 11
pre_YY5 token 182 19
= = 182 21
smaller5 token 182 30
? ? 182 32
YY5_1 token 182 38
: : 182 40
YY6 token 182 44
; ; 182 45
wire wire 183 4
[ [ 183 6
19 number 183 8
: : 183 9
0 number 183 10
] ] 183 11
pre_Y5 token 183 18
= = 183 20
smaller5 token 183 29
? ? 183 31
Y6 token 183 34
+ + 183 35
Base5 token 183 40
: : 183 42
Y6 token 183 45
; ; 183 46
reg reg 184 3
[ [ 184 5
39 number 184 7
: : 184 8
0 number 184 9
] ] 184 10
YY5 token 184 14
; ; 184 15
always always 185 6
@ @ 185 8
( ( 185 9
posedge posedge 185 16
clk token 185 20
) ) 185 21
if if 185 24
( ( 185 26
en token 185 28
) ) 185 29
YY5 token 185 33
<= sm_eq 185 36
pre_YY5 token 185 44
; ; 185 45
reg reg 186 3
[ [ 186 5
39 number 186 7
: : 186 8
0 number 186 9
] ] 186 10
Y5 token 186 13
; ; 186 14
always always 187 6
@ @ 187 8
( ( 187 9
posedge posedge 187 16
clk token 187 20
) ) 187 21
if if 187 24
( ( 187 26
en token 187 28
) ) 187 29
Y5 token 187 32
<= sm_eq 187 35
pre_Y5 token 187 42
; ; 187 43
reg reg 188 3
[ [ 188 5
39 number 188 7
: : 188 8
0 number 188 9
] ] 188 10
datain5 token 188 18
; ; 188 19
always always 189 6
@ @ 189 8
( ( 189 9
posedge posedge 189 16
clk token 189 20
) ) 189 21
if if 189 24
( ( 189 26
en token 189 28
) ) 189 29
datain5 token 189 37
<= sm_eq 189 40
datain6 token 189 48
; ; 189 49
reg reg 190 3
vld5 token 190 8
; ; 190 9
always always 191 6
@ @ 191 8
( ( 191 9
posedge posedge 191 16
clk token 191 20
) ) 191 21
if if 191 24
( ( 191 26
en token 191 28
) ) 191 29
vld5 token 191 34
<= sm_eq 191 37
vld6 token 191 42
; ; 191 43
wire wire 193 4
[ [ 193 6
39 number 193 8
: : 193 9
0 number 193 10
] ] 193 11
Decra4 token 193 18
= = 193 20
( ( 193 22
40'b1 bin 193 27
<< shift_left 193 29
( ( 193 30
2 number 193 31
* * 193 32
4 number 193 33
) ) 193 34
) ) 193 35
; ; 193 36
wire wire 194 4
[ [ 194 6
39 number 194 8
: : 194 9
0 number 194 10
] ] 194 11
Decrb4 token 194 18
= = 194 20
( ( 194 22
Y5 token 194 24
<< shift_left 194 26
( ( 194 27
4 number 194 28
+ + 194 29
1 number 194 30
) ) 194 31
) ) 194 32
; ; 194 33
wire wire 195 4
[ [ 195 6
39 number 195 8
: : 195 9
0 number 195 10
] ] 195 11
Decr4 token 195 17
= = 195 19
Decra4 token 195 26
+ + 195 27
Decrb4 token 195 33
; ; 195 34
wire wire 196 4
[ [ 196 6
39 number 196 8
: : 196 9
0 number 196 10
] ] 196 11
YY4_1 token 196 17
= = 196 19
YY5 token 196 23
+ + 196 24
Decr4 token 196 29
; ; 196 30
wire wire 197 4
[ [ 197 6
39 number 197 8
: : 197 9
0 number 197 10
] ] 197 11
Base4 token 197 17
= = 197 19
40'b1 bin 197 26
<< shift_left 197 28
4 number 197 29
; ; 197 30
wire wire 198 4
smaller4 token 198 13
= = 198 15
( ( 198 18
YY4_1 token 198 23
<= sm_eq 198 25
datain5 token 198 32
) ) 198 33
; ; 198 34
wire wire 199 4
[ [ 199 6
39 number 199 8
: : 199 9
0 number 199 10
] ] 199 11
YY4 token 199 15
= = 199 17
smaller4 token 199 26
? ? 199 28
YY4_1 token 199 34
: : 199 36
YY5 token 199 40
; ; 199 41
wire wire 200 4
[ [ 200 6
19 number 200 8
: : 200 9
0 number 200 10
] ] 200 11
Y4 token 200 14
= = 200 16
smaller4 token 200 25
? ? 200 27
Y5 token 200 30
+ + 200 31
Base4 token 200 36
: : 200 38
Y5 token 200 41
; ; 200 42
wire wire 201 4
[ [ 201 6
39 number 201 8
: : 201 9
0 number 201 10
] ] 201 11
datain4 token 201 19
= = 201 21
datain5 token 201 29
; ; 201 30
wire wire 202 4
vld4 token 202 9
= = 202 11
vld5 token 202 16
; ; 202 17
wire wire 204 4
[ [ 204 6
39 number 204 8
: : 204 9
0 number 204 10
] ] 204 11
Decra3 token 204 18
= = 204 20
( ( 204 22
40'b1 bin 204 27
<< shift_left 204 29
( ( 204 30
2 number 204 31
* * 204 32
3 number 204 33
) ) 204 34
) ) 204 35
; ; 204 36
wire wire 205 4
[ [ 205 6
39 number 205 8
: : 205 9
0 number 205 10
] ] 205 11
Decrb3 token 205 18
= = 205 20
( ( 205 22
Y4 token 205 24
<< shift_left 205 26
( ( 205 27
3 number 205 28
+ + 205 29
1 number 205 30
) ) 205 31
) ) 205 32
; ; 205 33
wire wire 206 4
[ [ 206 6
39 number 206 8
: : 206 9
0 number 206 10
] ] 206 11
Decr3 token 206 17
= = 206 19
Decra3 token 206 26
+ + 206 27
Decrb3 token 206 33
; ; 206 34
wire wire 207 4
[ [ 207 6
39 number 207 8
: : 207 9
0 number 207 10
] ] 207 11
YY3_1 token 207 17
= = 207 19
YY4 token 207 23
+ + 207 24
Decr3 token 207 29
; ; 207 30
wire wire 208 4
[ [ 208 6
39 number 208 8
: : 208 9
0 number 208 10
] ] 208 11
Base3 token 208 17
= = 208 19
40'b1 bin 208 26
<< shift_left 208 28
3 number 208 29
; ; 208 30
wire wire 209 4
smaller3 token 209 13
= = 209 15
( ( 209 18
YY3_1 token 209 23
<= sm_eq 209 25
datain4 token 209 32
) ) 209 33
; ; 209 34
wire wire 210 4
[ [ 210 6
39 number 210 8
: : 210 9
0 number 210 10
] ] 210 11
YY3 token 210 15
= = 210 17
smaller3 token 210 26
? ? 210 28
YY3_1 token 210 34
: : 210 36
YY4 token 210 40
; ; 210 41
wire wire 211 4
[ [ 211 6
19 number 211 8
: : 211 9
0 number 211 10
] ] 211 11
Y3 token 211 14
= = 211 16
smaller3 token 211 25
? ? 211 27
Y4 token 211 30
+ + 211 31
Base3 token 211 36
: : 211 38
Y4 token 211 41
; ; 211 42
wire wire 212 4
[ [ 212 6
39 number 212 8
: : 212 9
0 number 212 10
] ] 212 11
datain3 token 212 19
= = 212 21
datain4 token 212 29
; ; 212 30
wire wire 213 4
vld3 token 213 9
= = 213 11
vld4 token 213 16
; ; 213 17
wire wire 215 4
[ [ 215 6
39 number 215 8
: : 215 9
0 number 215 10
] ] 215 11
Decra2 token 215 18
= = 215 20
( ( 215 22
40'b1 bin 215 27
<< shift_left 215 29
( ( 215 30
2 number 215 31
* * 215 32
2 number 215 33
) ) 215 34
) ) 215 35
; ; 215 36
wire wire 216 4
[ [ 216 6
39 number 216 8
: : 216 9
0 number 216 10
] ] 216 11
Decrb2 token 216 18
= = 216 20
( ( 216 22
Y3 token 216 24
<< shift_left 216 26
( ( 216 27
2 number 216 28
+ + 216 29
1 number 216 30
) ) 216 31
) ) 216 32
; ; 216 33
wire wire 217 4
[ [ 217 6
39 number 217 8
: : 217 9
0 number 217 10
] ] 217 11
Decr2 token 217 17
= = 217 19
Decra2 token 217 26
+ + 217 27
Decrb2 token 217 33
; ; 217 34
wire wire 218 4
[ [ 218 6
39 number 218 8
: : 218 9
0 number 218 10
] ] 218 11
YY2_1 token 218 17
= = 218 19
YY3 token 218 23
+ + 218 24
Decr2 token 218 29
; ; 218 30
wire wire 219 4
[ [ 219 6
39 number 219 8
: : 219 9
0 number 219 10
] ] 219 11
Base2 token 219 17
= = 219 19
40'b1 bin 219 26
<< shift_left 219 28
2 number 219 29
; ; 219 30
wire wire 220 4
smaller2 token 220 13
= = 220 15
( ( 220 18
YY2_1 token 220 23
<= sm_eq 220 25
datain3 token 220 32
) ) 220 33
; ; 220 34
wire wire 221 4
[ [ 221 6
39 number 221 8
: : 221 9
0 number 221 10
] ] 221 11
YY2 token 221 15
= = 221 17
smaller2 token 221 26
? ? 221 28
YY2_1 token 221 34
: : 221 36
YY3 token 221 40
; ; 221 41
wire wire 222 4
[ [ 222 6
19 number 222 8
: : 222 9
0 number 222 10
] ] 222 11
Y2 token 222 14
= = 222 16
smaller2 token 222 25
? ? 222 27
Y3 token 222 30
+ + 222 31
Base2 token 222 36
: : 222 38
Y3 token 222 41
; ; 222 42
wire wire 223 4
[ [ 223 6
39 number 223 8
: : 223 9
0 number 223 10
] ] 223 11
datain2 token 223 19
= = 223 21
datain3 token 223 29
; ; 223 30
wire wire 224 4
vld2 token 224 9
= = 224 11
vld3 token 224 16
; ; 224 17
wire wire 226 4
[ [ 226 6
39 number 226 8
: : 226 9
0 number 226 10
] ] 226 11
Decra1 token 226 18
= = 226 20
( ( 226 22
40'b1 bin 226 27
<< shift_left 226 29
( ( 226 30
2 number 226 31
* * 226 32
1 number 226 33
) ) 226 34
) ) 226 35
; ; 226 36
wire wire 227 4
[ [ 227 6
39 number 227 8
: : 227 9
0 number 227 10
] ] 227 11
Decrb1 token 227 18
= = 227 20
( ( 227 22
Y2 token 227 24
<< shift_left 227 26
( ( 227 27
1 number 227 28
+ + 227 29
1 number 227 30
) ) 227 31
) ) 227 32
; ; 227 33
wire wire 228 4
[ [ 228 6
39 number 228 8
: : 228 9
0 number 228 10
] ] 228 11
Decr1 token 228 17
= = 228 19
Decra1 token 228 26
+ + 228 27
Decrb1 token 228 33
; ; 228 34
wire wire 229 4
[ [ 229 6
39 number 229 8
: : 229 9
0 number 229 10
] ] 229 11
YY1_1 token 229 17
= = 229 19
YY2 token 229 23
+ + 229 24
Decr1 token 229 29
; ; 229 30
wire wire 230 4
[ [ 230 6
39 number 230 8
: : 230 9
0 number 230 10
] ] 230 11
Base1 token 230 17
= = 230 19
40'b1 bin 230 26
<< shift_left 230 28
1 number 230 29
; ; 230 30
wire wire 231 4
smaller1 token 231 13
= = 231 15
( ( 231 18
YY1_1 token 231 23
<= sm_eq 231 25
datain2 token 231 32
) ) 231 33
; ; 231 34
wire wire 232 4
[ [ 232 6
39 number 232 8
: : 232 9
0 number 232 10
] ] 232 11
YY1 token 232 15
= = 232 17
smaller1 token 232 26
? ? 232 28
YY1_1 token 232 34
: : 232 36
YY2 token 232 40
; ; 232 41
wire wire 233 4
[ [ 233 6
19 number 233 8
: : 233 9
0 number 233 10
] ] 233 11
Y1 token 233 14
= = 233 16
smaller1 token 233 25
? ? 233 27
Y2 token 233 30
+ + 233 31
Base1 token 233 36
: : 233 38
Y2 token 233 41
; ; 233 42
wire wire 234 4
[ [ 234 6
39 number 234 8
: : 234 9
0 number 234 10
] ] 234 11
datain1 token 234 19
= = 234 21
datain2 token 234 29
; ; 234 30
wire wire 235 4
vld1 token 235 9
= = 235 11
vld2 token 235 16
; ; 235 17
wire wire 237 4
[ [ 237 6
39 number 237 8
: : 237 9
0 number 237 10
] ] 237 11
Decra0 token 237 18
= = 237 20
( ( 237 22
40'b1 bin 237 27
<< shift_left 237 29
( ( 237 30
2 number 237 31
* * 237 32
0 number 237 33
) ) 237 34
) ) 237 35
; ; 237 36
wire wire 238 4
[ [ 238 6
39 number 238 8
: : 238 9
0 number 238 10
] ] 238 11
Decrb0 token 238 18
= = 238 20
( ( 238 22
Y1 token 238 24
<< shift_left 238 26
( ( 238 27
0 number 238 28
+ + 238 29
1 number 238 30
) ) 238 31
) ) 238 32
; ; 238 33
wire wire 239 4
[ [ 239 6
39 number 239 8
: : 239 9
0 number 239 10
] ] 239 11
Decr0 token 239 17
= = 239 19
Decra0 token 239 26
+ + 239 27
Decrb0 token 239 33
; ; 239 34
wire wire 240 4
[ [ 240 6
39 number 240 8
: : 240 9
0 number 240 10
] ] 240 11
YY0_1 token 240 17
= = 240 19
YY1 token 240 23
+ + 240 24
Decr0 token 240 29
; ; 240 30
wire wire 241 4
[ [ 241 6
39 number 241 8
: : 241 9
0 number 241 10
] ] 241 11
Base0 token 241 17
= = 241 19
40'b1 bin 241 26
<< shift_left 241 28
0 number 241 29
; ; 241 30
wire wire 242 4
smaller0 token 242 13
= = 242 15
( ( 242 18
YY0_1 token 242 23
<= sm_eq 242 25
datain1 token 242 32
) ) 242 33
; ; 242 34
wire wire 243 4
[ [ 243 6
39 number 243 8
: : 243 9
0 number 243 10
] ] 243 11
YY0 token 243 15
= = 243 17
smaller0 token 243 26
? ? 243 28
YY0_1 token 243 34
: : 243 36
YY1 token 243 40
; ; 243 41
wire wire 244 4
[ [ 244 6
19 number 244 8
: : 244 9
0 number 244 10
] ] 244 11
Y0 token 244 14
= = 244 16
smaller0 token 244 25
? ? 244 27
Y1 token 244 30
+ + 244 31
Base0 token 244 36
: : 244 38
Y1 token 244 41
; ; 244 42
wire wire 245 4
[ [ 245 6
39 number 245 8
: : 245 9
0 number 245 10
] ] 245 11
datain0 token 245 19
= = 245 21
datain1 token 245 29
; ; 245 30
wire wire 246 4
vld0 token 246 9
= = 246 11
vld1 token 246 16
; ; 246 17
always always 248 6
@ @ 248 8
( ( 248 9
posedge posedge 248 16
clk token 248 20
) ) 248 21
if if 248 24
( ( 248 26
en token 248 28
) ) 248 29
out token 248 33
<= sm_eq 248 36
Y0 token 248 39
; ; 248 40
always always 249 6
@ @ 249 8
( ( 249 9
posedge posedge 249 16
clk token 249 20
) ) 249 21
if if 249 24
( ( 249 26
en token 249 28
) ) 249 29
vldout token 249 36
<= sm_eq 249 39
vld0 token 249 44
; ; 249 45
endmodule endmodule 250 9
