module module 1 6
<= sm_eq 211 23
0 number 211 24
; ; 211 25
end end 212 15
else else 212 20
if if 212 23
( ( 212 25
tx_empty token 212 33
) ) 212 34
begin begin 212 40
write_tx token 213 24
<= sm_eq 213 26
1 number 213 27
; ; 213 28
end end 214 15
end end 215 11
end end 216 7
end end 217 3
wire wire 219 4
[ [ 219 6
31 number 219 8
: : 219 9
0 number 219 10
] ] 219 11
prdata token 219 18
; ; 219 19
wire wire 220 4
penable token 220 12
= = 220 13
1 number 220 14
; ; 220 15
wire wire 221 4
psel token 221 9
, , 221 10
pwrite token 221 16
; ; 221 17
reg reg 222 3
[ [ 222 5
15 number 222 7
: : 222 8
0 number 222 9
] ] 222 10
paddr token 222 16
; ; 222 17
reg reg 224 3
[ [ 224 5
3 number 224 6
: : 224 7
0 number 224 8
] ] 224 9
reading_sm token 224 20
; ; 224 21
reg reg 225 3
[ [ 225 5
3 number 225 6
: : 225 7
0 number 225 8
] ] 225 9
long_reading_sm token 225 25
; ; 225 26
reg reg 226 3
[ [ 226 5
3 number 226 6
: : 226 7
0 number 226 8
] ] 226 9
writing_sm token 226 20
; ; 226 21
reg reg 227 3
[ [ 227 5
7 number 227 6
: : 227 7
0 number 227 8
] ] 227 9
long_count token 227 20
; ; 227 21
assign assign 228 6
pwrite token 228 13
= = 228 15
( ( 228 17
writing_sm token 228 27
== eq_eq 228 29
1 number 228 30
) ) 228 31
; ; 228 32
assign assign 229 6
ram_write token 229 16
= = 229 18
( ( 229 20
writing_sm token 229 30
== eq_eq 229 32
3 number 229 33
) ) 229 34
; ; 229 35
always always 230 6
@ @ 230 8
( ( 230 9
posedge posedge 230 16
clk token 230 20
or or 230 23
negedge negedge 230 31
resetn token 230 38
) ) 230 39
begin begin 230 45
if if 231 6
( ( 231 8
! ! 231 9
resetn token 231 15
) ) 231 16
begin begin 231 22
reading_sm token 232 18
<= sm_eq 232 20
0 number 232 21
; ; 232 22
writing_sm token 233 18
<= sm_eq 233 20
0 number 233 21
; ; 233 22
paddr token 234 13
<= sm_eq 234 15
0 number 234 16
; ; 234 17
end end 235 7
else else 235 12
begin begin 235 18
if if 236 10
( ( 236 12
write_regs_command_valid token 236 36
) ) 236 37
begin begin 236 43
paddr token 237 17
<= sm_eq 237 20
regs_wr_addr token 237 33
; ; 237 34
writing_sm token 238 22
<= sm_eq 238 25
1 number 238 27
; ; 238 28
end end 239 11
else else 239 16
if if 239 19
( ( 239 21
writing_sm token 239 31
== eq_eq 239 33
1 number 239 34
) ) 239 35
begin begin 239 41
writing_sm token 240 22
<= sm_eq 240 25
0 number 240 27
; ; 240 28
end end 241 11
if if 242 10
( ( 242 12
write_mem_command_valid token 242 35
) ) 242 36
begin begin 242 42
paddr token 243 17
<= sm_eq 243 20
mem_wr_addr token 243 32
; ; 243 33
writing_sm token 244 22
<= sm_eq 244 25
3 number 244 27
; ; 244 28
end end 245 12
else else 245 17
if if 245 20
( ( 245 22
writing_sm token 245 32
== eq_eq 245 34
3 number 245 35
) ) 245 36
begin begin 245 42
writing_sm token 246 22
<= sm_eq 246 25
0 number 246 27
; ; 246 28
end end 247 12
if if 249 10
( ( 249 12
long_read_command_valid token 249 35
) ) 249 36
begin begin 249 42
paddr token 250 17
<= sm_eq 250 20
long_read_addr token 250 35
; ; 250 36
long_count token 251 22
<= sm_eq 251 25
long_count_read token 251 41
; ; 251 42
long_reading_sm token 252 27
<= sm_eq 252 30
1 number 252 31
; ; 252 32
end end 253 11
else else 253 16
if if 253 19
( ( 253 21
long_reading_sm token 253 36
== eq_eq 253 38
1 number 253 39
) ) 253 40
begin begin 253 46
if if 254 14
( ( 254 16
long_count token 254 26
== eq_eq 254 28
0 number 254 29
) ) 254 30
begin begin 254 36
long_reading_sm token 255 31
<= sm_eq 255 33
0 number 255 34
; ; 255 35
end end 256 15
else else 256 20
if if 256 23
( ( 256 25
reading_sm token 256 35
== eq_eq 256 37
0 number 256 38
) ) 256 39
begin begin 256 45
reading_sm token 257 26
<= sm_eq 257 29
1 number 257 30
; ; 257 31
long_reading_sm token 258 31
<= sm_eq 258 34
2 number 258 35
; ; 258 36
long_count token 259 26
<= sm_eq 259 28
long_count token 259 39
- - 259 40
1 number 259 41
; ; 259 42
end end 260 15
end end 261 11
else else 261 16
if if 261 19
( ( 261 21
long_reading_sm token 261 36
== eq_eq 261 38
2 number 261 39
) ) 261 40
begin begin 261 46
if if 262 14
( ( 262 16
reading_sm token 262 26
== eq_eq 262 28
0 number 262 29
) ) 262 30
begin begin 262 36
long_reading_sm token 263 31
<= sm_eq 263 34
1 number 263 35
; ; 263 36
if if 264 18
( ( 264 20
paddr token 264 25
[ [ 264 26
15 number 264 28
] ] 264 29
) ) 264 30
paddr token 265 25
<= sm_eq 265 28
paddr token 265 34
+ + 265 35
8 number 265 36
; ; 265 37
else else 266 20
paddr token 267 25
<= sm_eq 267 28
paddr token 267 34
+ + 267 35
4 number 267 36
; ; 267 37
end end 268 15
end end 269 11
if if 271 10
( ( 271 12
read_command_valid token 271 30
) ) 271 31
begin begin 271 37
paddr token 272 17
<= sm_eq 272 20
read_addr token 272 30
; ; 272 31
reading_sm token 273 22
<= sm_eq 273 25
1 number 273 26
; ; 273 27
end end 274 11
else else 274 16
if if 274 19
( ( 274 21
reading_sm token 274 31
== eq_eq 274 33
1 number 274 34
) ) 274 35
begin begin 274 41
if if 275 14
( ( 275 16
paddr token 275 21
[ [ 275 22
15 number 275 24
] ] 275 25
== eq_eq 275 27
0 number 275 28
) ) 275 29
reading_sm token 276 26
<= sm_eq 276 28
2 number 276 29
; ; 276 30
else else 277 16
reading_sm token 278 26
<= sm_eq 278 28
4 number 278 29
; ; 278 30
end end 279 11
else else 279 16
if if 279 19
( ( 279 21
reading_sm token 279 31
== eq_eq 279 33
2 number 279 34
) ) 279 35
begin begin 279 41
reading_sm token 280 22
<= sm_eq 280 24
3 number 280 25
; ; 280 26
end end 281 11
else else 281 16
if if 281 19
( ( 281 21
reading_sm token 281 31
== eq_eq 281 33
3 number 281 34
) ) 281 35
begin begin 281 41
if if 282 14
( ( 282 16
! ! 282 17
txactive token 282 25
) ) 282 26
begin begin 282 32
reading_sm token 283 26
<= sm_eq 283 28
0 number 283 29
; ; 283 30
end end 284 15
end end 285 11
else else 285 16
if if 285 19
( ( 285 21
reading_sm token 285 31
== eq_eq 285 33
4 number 285 34
) ) 285 35
begin begin 285 41
reading_sm token 286 22
<= sm_eq 286 24
5 number 286 25
; ; 286 26
end end 287 11
else else 287 16
if if 287 19
( ( 287 21
reading_sm token 287 31
== eq_eq 287 33
5 number 287 34
) ) 287 35
begin begin 287 41
if if 288 14
( ( 288 16
! ! 288 17
txactive token 288 25
) ) 288 26
begin begin 288 32
reading_sm token 289 26
<= sm_eq 289 28
0 number 289 29
; ; 289 30
end end 290 15
end end 291 11
end end 292 7
end end 293 3
assign assign 295 6
psel token 295 11
= = 295 13
( ( 295 15
( ( 295 16
reading_sm token 295 26
== eq_eq 295 28
1 number 295 29
) ) 295 30
&& and_and 295 33
( ( 295 35
paddr token 295 40
[ [ 295 41
15 number 295 43
] ] 295 44
== eq_eq 295 46
0 number 295 47
) ) 295 48
) ) 295 49
|| or_or 295 51
( ( 295 52
writing_sm token 295 62
== eq_eq 295 64
1 number 295 65
) ) 295 66
; ; 295 67
assign assign 296 6
txstart_pread token 296 20
= = 296 22
( ( 296 24
! ! 296 25
txactive token 296 33
) ) 296 34
&& and_and 296 37
( ( 297 5
( ( 297 6
reading_sm token 297 16
== eq_eq 297 18
2 number 297 19
) ) 297 20
|| or_or 297 22
( ( 297 23
reading_sm token 297 33
== eq_eq 297 35
4 number 297 36
) ) 297 37
|| or_or 297 39
keep_alive token 297 49
|| or_or 297 51
question_valid token 297 65
) ) 297 66
; ; 297 67
assign assign 298 6
ram_read token 298 15
= = 298 17
( ( 298 19
reading_sm token 298 29
== eq_eq 298 31
1 number 298 32
) ) 298 33
&& and_and 298 35
( ( 298 36
paddr token 298 41
[ [ 298 42
15 number 298 44
] ] 298 45
== eq_eq 298 47
1 number 298 48
) ) 298 49
; ; 298 50
assign assign 299 6
ram_addr token 299 15
= = 299 17
paddr token 299 23
[ [ 299 24
13 number 299 26
: : 299 27
0 number 299 28
] ] 299 29
; ; 299 30
always always 304 6
@ @ 304 8
( ( 304 9
posedge posedge 304 16
clk token 304 20
) ) 304 21
if if 304 24
( ( 304 26
! ! 304 27
txactive token 304 35
) ) 304 36
begin begin 304 42
if if 305 6
( ( 305 8
reading_sm token 305 18
== eq_eq 305 20
2 number 305 21
) ) 305 22
begin begin 305 28
txfifo token 306 14
[ [ 306 15
0 number 306 16
] ] 306 17
<= sm_eq 306 19
DOTS_CHAR token 306 28
; ; 306 29
txfifo token 307 14
[ [ 307 15
1 number 307 16
] ] 307 17
<= sm_eq 307 19
xnibble token 307 26
( ( 307 27
paddr token 307 32
[ [ 307 33
15 number 307 35
: : 307 36
12 number 307 38
] ] 307 39
) ) 307 40
; ; 307 41
txfifo token 308 14
[ [ 308 15
2 number 308 16
] ] 308 17
<= sm_eq 308 19
xnibble token 308 26
( ( 308 27
paddr token 308 32
[ [ 308 33
11 number 308 35
: : 308 36
8 number 308 37
] ] 308 38
) ) 308 39
; ; 308 40
txfifo token 309 14
[ [ 309 15
3 number 309 16
] ] 309 17
<= sm_eq 309 19
xnibble token 309 26
( ( 309 27
paddr token 309 32
[ [ 309 33
7 number 309 34
: : 309 35
4 number 309 36
] ] 309 37
) ) 309 38
; ; 309 39
txfifo token 310 14
[ [ 310 15
4 number 310 16
] ] 310 17
<= sm_eq 310 19
xnibble token 310 26
( ( 310 27
paddr token 310 32
[ [ 310 33
3 number 310 34
: : 310 35
0 number 310 36
] ] 310 37
) ) 310 38
; ; 310 39
txfifo token 311 14
[ [ 311 15
5 number 311 16
] ] 311 17
<= sm_eq 311 19
xnibble token 311 26
( ( 311 27
prdata token 311 33
[ [ 311 34
31 number 311 36
: : 311 37
28 number 311 39
] ] 311 40
) ) 311 41
; ; 311 42
txfifo token 312 14
[ [ 312 15
6 number 312 16
] ] 312 17
<= sm_eq 312 19
xnibble token 312 26
( ( 312 27
prdata token 312 33
[ [ 312 34
27 number 312 36
: : 312 37
24 number 312 39
] ] 312 40
) ) 312 41
; ; 312 42
txfifo token 313 14
[ [ 313 15
7 number 313 16
] ] 313 17
<= sm_eq 313 19
xnibble token 313 26
( ( 313 27
prdata token 313 33
[ [ 313 34
23 number 313 36
: : 313 37
20 number 313 39
] ] 313 40
) ) 313 41
; ; 313 42
txfifo token 314 14
[ [ 314 15
8 number 314 16
] ] 314 17
<= sm_eq 314 19
xnibble token 314 26
( ( 314 27
prdata token 314 33
[ [ 314 34
19 number 314 36
: : 314 37
16 number 314 39
] ] 314 40
) ) 314 41
; ; 314 42
txfifo token 315 14
[ [ 315 15
9 number 315 16
] ] 315 17
<= sm_eq 315 19
xnibble token 315 26
( ( 315 27
prdata token 315 33
[ [ 315 34
15 number 315 36
: : 315 37
12 number 315 39
] ] 315 40
) ) 315 41
; ; 315 42
txfifo token 316 14
[ [ 316 15
10 number 316 17
] ] 316 18
<= sm_eq 316 20
xnibble token 316 27
( ( 316 28
prdata token 316 34
[ [ 316 35
11 number 316 37
: : 316 38
8 number 316 39
] ] 316 40
) ) 316 41
; ; 316 42
txfifo token 317 14
[ [ 317 15
11 number 317 17
] ] 317 18
<= sm_eq 317 20
xnibble token 317 27
( ( 317 28
prdata token 317 34
[ [ 317 35
7 number 317 36
: : 317 37
4 number 317 38
] ] 317 39
) ) 317 40
; ; 317 41
txfifo token 318 14
[ [ 318 15
12 number 318 17
] ] 318 18
<= sm_eq 318 20
xnibble token 318 27
( ( 318 28
prdata token 318 34
[ [ 318 35
3 number 318 36
: : 318 37
0 number 318 38
] ] 318 39
) ) 318 40
; ; 318 41
txfifo token 319 14
[ [ 319 15
13 number 319 17
] ] 319 18
<= sm_eq 319 20
DOT_CHAR token 319 28
; ; 319 29
txfifo token 320 14
[ [ 320 15
14 number 320 17
] ] 320 18
<= sm_eq 320 20
0 number 320 21
; ; 320 22
end end 321 7
else else 321 12
if if 321 15
( ( 321 17
( ( 321 18
reading_sm token 321 28
== eq_eq 321 30
1 number 321 31
) ) 321 32
&& and_and 321 34
paddr token 321 39
[ [ 321 40
15 number 321 42
] ] 321 43
) ) 321 44
begin begin 321 50
txfifo token 322 14
[ [ 322 15
0 number 322 16
] ] 322 17
<= sm_eq 322 19
PLUS_CHAR token 322 28
; ; 322 29
txfifo token 323 14
[ [ 323 15
1 number 323 16
] ] 323 17
<= sm_eq 323 19
xnibble token 323 26
( ( 323 27
paddr token 323 32
[ [ 323 33
15 number 323 35
: : 323 36
12 number 323 38
] ] 323 39
) ) 323 40
; ; 323 41
txfifo token 324 14
[ [ 324 15
2 number 324 16
] ] 324 17
<= sm_eq 324 19
xnibble token 324 26
( ( 324 27
paddr token 324 32
[ [ 324 33
11 number 324 35
: : 324 36
8 number 324 37
] ] 324 38
) ) 324 39
; ; 324 40
txfifo token 325 14
[ [ 325 15
3 number 325 16
] ] 325 17
<= sm_eq 325 19
xnibble token 325 26
( ( 325 27
paddr token 325 32
[ [ 325 33
7 number 325 34
: : 325 35
4 number 325 36
] ] 325 37
) ) 325 38
; ; 325 39
txfifo token 326 14
[ [ 326 15
4 number 326 16
] ] 326 17
<= sm_eq 326 19
xnibble token 326 26
( ( 326 27
paddr token 326 32
[ [ 326 33
3 number 326 34
: : 326 35
0 number 326 36
] ] 326 37
) ) 326 38
; ; 326 39
txfifo token 327 14
[ [ 327 15
5 number 327 16
] ] 327 17
<= sm_eq 327 19
xnibble token 327 26
( ( 327 27
ram_rdata token 327 36
[ [ 327 37
47 number 327 39
: : 327 40
44 number 327 42
] ] 327 43
) ) 327 44
; ; 327 45
txfifo token 328 14
[ [ 328 15
6 number 328 16
] ] 328 17
<= sm_eq 328 19
xnibble token 328 26
( ( 328 27
ram_rdata token 328 36
[ [ 328 37
43 number 328 39
: : 328 40
40 number 328 42
] ] 328 43
) ) 328 44
; ; 328 45
txfifo token 329 14
[ [ 329 15
7 number 329 16
] ] 329 17
<= sm_eq 329 19
xnibble token 329 26
( ( 329 27
ram_rdata token 329 36
[ [ 329 37
39 number 329 39
: : 329 40
36 number 329 42
] ] 329 43
) ) 329 44
; ; 329 45
txfifo token 330 14
[ [ 330 15
8 number 330 16
] ] 330 17
<= sm_eq 330 19
xnibble token 330 26
( ( 330 27
ram_rdata token 330 36
[ [ 330 37
35 number 330 39
: : 330 40
32 number 330 42
] ] 330 43
) ) 330 44
; ; 330 45
txfifo token 331 14
[ [ 331 15
9 number 331 16
] ] 331 17
<= sm_eq 331 19
xnibble token 331 26
( ( 331 27
ram_rdata token 331 36
[ [ 331 37
31 number 331 39
: : 331 40
28 number 331 42
] ] 331 43
) ) 331 44
; ; 331 45
txfifo token 332 14
[ [ 332 15
10 number 332 17
] ] 332 18
<= sm_eq 332 20
xnibble token 332 27
( ( 332 28
ram_rdata token 332 37
[ [ 332 38
27 number 332 40
: : 332 41
24 number 332 43
] ] 332 44
) ) 332 45
; ; 332 46
txfifo token 333 14
[ [ 333 15
11 number 333 17
] ] 333 18
<= sm_eq 333 20
xnibble token 333 27
( ( 333 28
ram_rdata token 333 37
[ [ 333 38
23 number 333 40
: : 333 41
20 number 333 43
] ] 333 44
) ) 333 45
; ; 333 46
txfifo token 334 14
[ [ 334 15
12 number 334 17
] ] 334 18
<= sm_eq 334 20
xnibble token 334 27
( ( 334 28
ram_rdata token 334 37
[ [ 334 38
19 number 334 40
: : 334 41
16 number 334 43
] ] 334 44
) ) 334 45
; ; 334 46
txfifo token 335 14
[ [ 335 15
13 number 335 17
] ] 335 18
<= sm_eq 335 20
xnibble token 335 27
( ( 335 28
ram_rdata token 335 37
[ [ 335 38
15 number 335 40
: : 335 41
12 number 335 43
] ] 335 44
) ) 335 45
; ; 335 46
txfifo token 336 14
[ [ 336 15
14 number 336 17
] ] 336 18
<= sm_eq 336 20
xnibble token 336 27
( ( 336 28
ram_rdata token 336 37
[ [ 336 38
11 number 336 40
: : 336 41
8 number 336 42
] ] 336 43
) ) 336 44
; ; 336 45
txfifo token 337 14
[ [ 337 15
15 number 337 17
] ] 337 18
<= sm_eq 337 20
xnibble token 337 27
( ( 337 28
ram_rdata token 337 37
[ [ 337 38
7 number 337 39
: : 337 40
4 number 337 41
] ] 337 42
) ) 337 43
; ; 337 44
txfifo token 338 14
[ [ 338 15
16 number 338 17
] ] 338 18
<= sm_eq 338 20
xnibble token 338 27
( ( 338 28
ram_rdata token 338 37
[ [ 338 38
3 number 338 39
: : 338 40
0 number 338 41
] ] 338 42
) ) 338 43
; ; 338 44
txfifo token 339 14
[ [ 339 15
17 number 339 17
] ] 339 18
<= sm_eq 339 20
DOT_CHAR token 339 28
; ; 339 29
end end 340 7
else else 340 12
if if 340 15
( ( 340 17
keep_alive token 340 27
|| or_or 340 29
question_valid token 340 43
) ) 340 44
begin begin 340 50
txfifo token 341 14
[ [ 341 15
0 number 341 16
] ] 341 17
<= sm_eq 341 19
D_CHAR token 341 25
; ; 341 26
txfifo token 342 14
[ [ 342 15
1 number 342 16
] ] 342 17
<= sm_eq 342 19
B_CHAR token 342 25
; ; 342 26
txfifo token 343 14
[ [ 343 15
2 number 343 16
] ] 343 17
<= sm_eq 343 19
G_CHAR token 343 25
; ; 343 26
txfifo token 344 14
[ [ 344 15
3 number 344 16
] ] 344 17
<= sm_eq 344 19
ZERO_CHAR token 344 28
; ; 344 29
txfifo token 345 14
[ [ 345 15
4 number 345 16
] ] 345 17
<= sm_eq 345 19
xnibble token 345 26
( ( 345 27
helper0 token 345 34
[ [ 345 35
15 number 345 37
: : 345 38
12 number 345 40
] ] 345 41
) ) 345 42
; ; 345 43
txfifo token 346 14
[ [ 346 15
5 number 346 16
] ] 346 17
<= sm_eq 346 19
xnibble token 346 26
( ( 346 27
helper0 token 346 34
[ [ 346 35
11 number 346 37
: : 346 38
8 number 346 39
] ] 346 40
) ) 346 41
; ; 346 42
txfifo token 347 14
[ [ 347 15
6 number 347 16
] ] 347 17
<= sm_eq 347 19
xnibble token 347 26
( ( 347 27
helper0 token 347 34
[ [ 347 35
7 number 347 36
: : 347 37
4 number 347 38
] ] 347 39
) ) 347 40
; ; 347 41
txfifo token 348 14
[ [ 348 15
7 number 348 16
] ] 348 17
<= sm_eq 348 19
xnibble token 348 26
( ( 348 27
helper0 token 348 34
[ [ 348 35
3 number 348 36
: : 348 37
0 number 348 38
] ] 348 39
) ) 348 40
; ; 348 41
txfifo token 349 14
[ [ 349 15
8 number 349 16
] ] 349 17
<= sm_eq 349 19
0 number 349 20
; ; 349 21
end end 350 7
end end 351 3
function function 353 8
[ [ 353 10
7 number 353 11
: : 353 12
0 number 353 13
] ] 353 14
xnibble token 353 22
( ( 353 24
input input 353 29
[ [ 353 31
3 number 353 32
: : 353 33
0 number 353 34
] ] 353 35
nib token 353 39
) ) 353 40
; ; 353 41
begin begin 354 5
if if 355 6
( ( 355 8
nib token 355 11
< < 355 12
10 number 355 14
) ) 355 15
xnibble token 355 23
= = 355 25
nib token 355 29
+ + 355 31
8'h30 uhex 355 33
; ; 355 38
else else 356 8
xnibble token 356 16
= = 356 18
nib token 356 22
- - 356 24
10 number 356 27
+ + 356 29
8'h41 uhex 356 31
; ; 356 36
end end 357 3
endfunction endfunction 358 11
function function 360 8
[ [ 360 10
3 number 360 11
: : 360 12
0 number 360 13
] ] 360 14
hexval token 360 21
( ( 360 23
input input 360 28
[ [ 360 30
7 number 360 31
: : 360 32
0 number 360 33
] ] 360 34
nib token 360 38
) ) 360 39
; ; 360 40
begin begin 361 5
if if 362 6
( ( 362 8
( ( 362 9
nib token 362 12
>= gr_eq 362 14
8'h30 uhex 362 15
) ) 362 20
&& and_and 362 22
( ( 362 23
nib token 362 26
<= sm_eq 362 28
8'h39 uhex 362 29
) ) 362 34
) ) 362 35
hexval token 363 14
= = 363 16
nib token 363 20
- - 363 21
8'h30 uhex 363 22
; ; 363 27
else else 364 8
if if 364 11
( ( 364 13
( ( 364 14
nib token 364 17
>= gr_eq 364 19
8'h41 uhex 364 20
) ) 364 25
&& and_and 364 27
( ( 364 28
nib token 364 31
<= sm_eq 364 33
8'h46 uhex 364 34
) ) 364 39
) ) 364 40
hexval token 365 14
= = 365 16
nib token 365 20
- - 365 21
8'h41 uhex 365 22
+ + 365 27
10 number 365 29
; ; 365 30
else else 366 8
if if 366 11
( ( 366 13
( ( 366 14
nib token 366 17
>= gr_eq 366 19
8'h61 uhex 366 20
) ) 366 25
&& and_and 366 27
( ( 366 28
nib token 366 31
<= sm_eq 366 33
8'h66 uhex 366 34
) ) 366 39
) ) 366 40
hexval token 367 14
= = 367 16
nib token 367 20
- - 367 21
8'h61 uhex 367 22
+ + 367 27
10 number 367 29
; ; 367 30
else else 368 8
hexval token 369 14
= = 369 15
0 number 369 16
; ; 369 17
end end 370 3
endfunction endfunction 371 11
function function 373 8
hexchar token 373 16
( ( 373 17
input input 373 22
[ [ 373 24
7 number 373 25
: : 373 26
0 number 373 27
] ] 373 28
nib token 373 32
) ) 373 33
; ; 373 34
begin begin 374 5
if if 375 6
( ( 375 8
( ( 375 9
nib token 375 12
>= gr_eq 375 14
8'h30 uhex 375 15
) ) 375 20
&& and_and 375 22
( ( 375 23
nib token 375 26
<= sm_eq 375 28
8'h39 uhex 375 29
) ) 375 34
) ) 375 35
hexchar token 376 15
= = 376 17
1'b1 ubin 376 19
; ; 376 23
else else 377 8
if if 377 11
( ( 377 13
( ( 377 14
nib token 377 17
>= gr_eq 377 19
8'h41 uhex 377 20
) ) 377 25
&& and_and 377 27
( ( 377 28
nib token 377 31
<= sm_eq 377 33
8'h46 uhex 377 34
) ) 377 39
) ) 377 40
hexchar token 378 15
= = 378 17
1'b1 ubin 378 19
; ; 378 23
else else 379 8
if if 379 11
( ( 379 13
( ( 379 14
nib token 379 17
>= gr_eq 379 19
8'h61 uhex 379 20
) ) 379 25
&& and_and 379 27
( ( 379 28
nib token 379 31
<= sm_eq 379 33
8'h66 uhex 379 34
) ) 379 39
) ) 379 40
hexchar token 380 15
= = 380 17
1'b1 ubin 380 19
; ; 380 23
else else 381 8
hexchar token 382 15
= = 382 16
1'b0 ubin 382 17
; ; 382 21
end end 384 3
endfunction endfunction 385 11
wire wire 387 4
presetn token 387 12
= = 387 14
resetn token 387 21
; ; 387 22
wire wire 388 4
pclk token 388 9
= = 388 11
clk token 388 15
; ; 388 16
regfile token 390 7
regfile token 390 15
( ( 390 17
. . 391 6
clk token 391 9
( ( 391 10
clk token 391 13
) ) 391 14
, , 391 16
. . 391 17
rst_n token 391 22
( ( 391 23
rst_n token 391 28
) ) 391 29
, , 392 5
. . 392 6
paddr token 392 11
( ( 392 12
paddr token 392 17
[ [ 392 18
5 number 392 19
: : 392 20
0 number 392 21
] ] 392 22
) ) 392 23
, , 393 5
. . 393 6
prdata token 393 12
( ( 393 13
prdata token 393 19
[ [ 393 20
31 number 393 22
: : 393 23
0 number 393 24
] ] 393 25
) ) 393 26
, , 394 5
. . 394 6
psel token 394 10
( ( 394 11
psel token 394 15
) ) 394 16
, , 395 5
. . 395 6
psize token 395 11
( ( 395 12
2'b11 ubin 395 13
) ) 395 18
, , 396 5
. . 396 6
pwdata token 396 12
( ( 396 13
pwdata token 396 19
[ [ 396 20
31 number 396 22
: : 396 23
0 number 396 24
] ] 396 25
) ) 396 26
, , 397 5
. . 397 6
pwrite token 397 12
( ( 397 13
pwrite token 397 19
) ) 397 20
, , 399 5
. . 399 6
enables token 399 13
( ( 399 14
enables token 399 21
[ [ 399 22
15 number 399 24
: : 399 25
0 number 399 26
] ] 399 27
) ) 399 28
, , 400 5
. . 400 6
gain0 token 400 11
( ( 400 12
) ) 400 13
, , 400 15
. . 400 16
gain1 token 400 21
( ( 400 22
) ) 400 23
, , 400 25
. . 400 26
gain2 token 400 31
( ( 400 32
) ) 400 33
, , 401 5
. . 401 6
jump0 token 401 11
( ( 401 12
) ) 401 13
, , 401 15
. . 401 16
jump1 token 401 21
( ( 401 22
) ) 401 23
, , 401 25
. . 401 26
jump2 token 401 31
( ( 401 32
) ) 401 33
, , 402 5
. . 402 6
start0 token 402 12
( ( 402 13
) ) 402 14
, , 402 16
. . 402 17
start1 token 402 23
( ( 402 24
) ) 402 25
, , 402 27
. . 402 28
start2 token 402 34
( ( 402 35
) ) 402 36
) ) 403 1
; ; 403 2
endmodule endmodule 410 9
